Gene	K562 CS	K562 adjusted p-value
COL12A1	0.354	0.310355597
FAM114A2	0.354	0.313554818
MST4	0.354	0.082625087
TDP1	0.355	0.17603775
LRRC30	0.355	0.143117324
RARB	0.355	0.02126747
ZMYND11	0.355	0.375765046
LRRC40	0.355	0.185686577
RGS4	0.355	0.040118488
RBM44	0.355	0.201395124
HTR1F	0.355	0.205355952
LNP1	0.355	0.335592676
TC2N	0.355	0.227329676
FAM212A	0.355	0.208302648
IFT20	0.355	0.240354149
RIIAD1	0.356	0.070887375
KIAA0586	0.356	0.20396806
TRADD	0.356	0.108904398
DISP1	0.356	0.316438543
RAB11FIP2	0.356	0.136427273
KCTD4	0.356	0.06971362
PIN4	0.356	0.220808074
SAMD3	0.356	0.044999434
ZSCAN9	0.357	0.22207875
PDE6D	0.357	0.10048634
FATE1	0.357	0.144417535
CT45A1	0.357	0.183374789
KATNAL1	0.357	0.247950628
KRTAP19-5	0.357	0.296696437
SPATA31A6	0.357	0.34785408
FGF1	0.357	0.20695155
AGR3	0.357	0.155204488
TMEM220	0.358	0.193335655
GOLGA4	0.358	0.531932674
KRTAP16-1	0.358	0.344264903
MSR1	0.358	0.17603775
ELOVL6	0.358	0.089024379
GLTP	0.358	0.365073571
KLRF2	0.358	0.048317021
EMCN	0.358	0.144097138
ASTE1	0.359	0.287126221
CXorf23	0.359	0.025899099
ECHDC1	0.359	0.027598038
TBC1D8B	0.359	0.165297794
C20orf201	0.359	0.097545463
TLL1	0.359	0.168923454
SERPINE3	0.359	0.100701864
TPGS1	0.359	0.161888549
HSFX1	0.359	0.212814527
HSFX2	0.359	0.212814527
ESX1	0.360	0.246955962
RWDD3	0.360	0.118672462
FAM216B	0.360	0.34785408
ZFAND6	0.360	0.172208304
HTRA4	0.360	0.117594447
C3orf62	0.360	0.247950628
KHDRBS3	0.360	0.027405096
SPRR3	0.360	0.214149629
LIPJ	0.360	0.363024219
RNF152	0.360	0.06323575
TJP2	0.360	0.24838291
ZNF528	0.360	0.048317021
CD1D	0.360	0.192469376
LRRC8B	0.360	0.069982
PRAMEF1	0.360	0.047228902
COMMD8	0.361	0.285237258
CCDC7	0.361	0.114975888
FDX1	0.361	0.159130196
PRKD3	0.361	0.218977304
RSPO3	0.361	0.222717688
TBC1D15	0.361	0.11926626
CRYZ	0.361	0.249704668
NRXN3	0.361	0.048889406
CCDC39	0.362	0.136600874
ACER2	0.362	0.085536353
MMP8	0.362	0.208966815
SPANXN5	0.362	0.250706545
ZNF585B	0.362	0.122333066
CLK1	0.362	0.192665979
CNIH1	0.362	0.059678133
GRK4	0.362	0.250129936
TIAL1	0.362	0.1369309
PTGER3	0.363	0.185686577
ETAA1	0.363	0.251216985
TMEM190	0.363	0.255969521
COL11A1	0.363	0.100936439
KRTAP13-2	0.363	0.370454527
SOX5	0.363	0.412058748
C15orf38	0.363	0.2192597
DYNLT3	0.363	0.075513843
NEU2	0.363	0.040324603
EPPIN-WFDC6	0.363	0.349373066
APOA2	0.363	0.016974973
BCL2A1	0.363	0.101576218
FLI1	0.363	0.395803052
ECI1	0.364	0.261183915
METTL18	0.364	0.009130768
HNMT	0.364	0.178938648
RXFP1	0.364	0.077813088
CAMK2A	0.364	0.260013736
SOX14	0.364	0.138842199
CTSO	0.364	0.231088148
SYCE1L	0.364	0.083833376
SLC25A5	0.364	0.112667882
SMIM18	0.364	0.085274261
CRYGD	0.364	0.175420946
GC	0.364	0.125665342
GPR123	0.364	0.070641024
GNRHR	0.364	0.146155312
MAGEA12	0.365	0.210800721
FAM47C	0.365	0.017865312
GRP	0.365	0.259240924
ZNF211	0.365	0.135432586
VAMP7	0.365	0.100936439
AURKC	0.365	0.124773892
FEZF1	0.365	0.198881409
TNFRSF11B	0.365	0.106671528
ITFG2	0.366	0.135436515
L3MBTL4	0.366	0.29259293
FCGR3B	0.366	0.236259952
CLDN24	0.366	0.138791694
SLC17A3	0.366	0.148471354
S100A4	0.366	0.315877132
PGAP1	0.366	0.384185459
TMEM45B	0.366	0.183405978
MDM1	0.367	0.113716808
C2orf47	0.367	0.076768271
RNF175	0.367	0.074381105
GPR82	0.367	0.158156134
ARPP21	0.367	0.12301574
PPARA	0.367	0.259422098
STARD13	0.368	0.045452185
LDHAL6A	0.368	0.132609476
CYYR1	0.368	0.017539247
MORF4L1	0.368	0.106671528
PRPS1	0.368	0.10048634
FAM126A	0.368	0.385736068
GDF5	0.369	0.409421588
GPR183	0.369	0.287849016
HYLS1	0.369	0.305845607
PRRG4	0.369	0.357216302
AK7	0.369	0.206797253
BHLHA9	0.369	0.218977304
DOCK8	0.369	0.120719892
IL21	0.369	0.208966815
HLA-DQB1	0.369	0.088297028
TAAR8	0.369	0.302853944
AIG1	0.369	0.060301123
C1orf146	0.369	0.098670893
C1orf53	0.370	0.344698405
OMA1	0.370	0.171217369
PLBD1	0.370	0.122595985
PRR4	0.370	0.124954123
NRG4	0.370	0.076367552
KRTAP9-1	0.370	0.020823824
SLC25A21	0.370	0.081790063
MPC2	0.371	0.269384073
C8B	0.371	0.127419319
KDELC2	0.371	0.068879182
TEX30	0.371	0.16132764
CASP3	0.371	0.099995924
BZW1	0.371	0.245366277
SPEF2	0.371	0.219105275
RAG1	0.371	0.131054173
CCBL1	0.371	0.256533398
ATP10D	0.371	0.089659701
MAT2B	0.372	0.218977304
ZNF16	0.372	0.092190342
TRIM14	0.372	0.351432572
MIA2	0.372	0.308778055
IL15RA	0.372	0.156255054
TLE3	0.373	0.053755234
GOLPH3L	0.373	0.289796064
ASCL2	0.373	0.336559666
CDNF	0.373	0.128883864
SERPINB10	0.373	0.028116761
STK31	0.373	0.222630291
EIF1AY	0.373	0.035538791
NMNAT3	0.373	0.331683269
TMEM121	0.373	0.109137718
PYURF	0.374	0.071864701
KIAA1644	0.374	0.19897457
FGFBP1	0.374	0.010158923
PIK3CA	0.374	0.339308704
GYG2	0.374	0.206287136
HELQ	0.374	0.064060287
TTPA	0.375	0.31017634
UPP1	0.375	0.245792606
REEP2	0.375	0.313310152
C16orf93	0.375	0.33759505
RBP2	0.375	0.11820981
ZNF77	0.375	0.132609476
TMEM99	0.375	0.068010825
KLHL28	0.375	0.058045008
ME1	0.375	0.15329238
C8orf4	0.375	0.318620907
ITM2A	0.375	0.061274895
RHD	0.376	0.187848555
NPY	0.376	0.324378925
ACP1	0.376	0.082625087
C17orf78	0.376	0.047467695
ZNF790	0.376	0.083833376
CLDN18	0.376	0.011263494
SPINK9	0.376	0.20055542
SHISA3	0.377	0.072384288
KCTD8	0.377	0.200408775
ZNF280C	0.377	0.004524821
GALNTL6	0.377	0.189580021
SEPT11	0.377	0.322015902
ZNF700	0.377	0.070641024
PACSIN2	0.377	0.402911315
FAM154A	0.377	0.13306245
GABARAPL2	0.377	0.136201041
TNIP3	0.377	0.251216985
RFPL2	0.377	0.052112414
RORA	0.378	0.1132479
ATP4B	0.378	0.351808305
IRGM	0.378	0.078408622
MROH9	0.378	0.064895417
PON2	0.378	0.193196348
C14orf28	0.378	0.132495447
MMP21	0.378	0.130349377
FAM83B	0.378	0.295940184
FBXO38	0.378	0.181344535
MAP2K6	0.378	0.142006499
CCDC41	0.378	0.418620735
KRTAP20-2	0.378	0.054399776
DEFB125	0.379	0.386166487
MAP2K5	0.379	0.005741823
DEFB113	0.379	0.138815681
FAN1	0.379	0.288517374
ARL15	0.379	0.398756107
GSTO2	0.379	0.086072595
CXCL13	0.379	0.173926178
FAM218A	0.379	0.048889406
SSX2IP	0.379	0.222717688
CXorf64	0.380	0.08201486
IMMP1L	0.380	0.233907967
NUP62CL	0.380	0.098478842
LRFN5	0.380	0.203169987
RFPL4A	0.380	0.033245563
NXT2	0.380	0.052791209
UBE4A	0.380	0.157357369
ATP5S	0.380	0.291471597
PEX14	0.380	0.295924634
DCTD	0.381	0.138330639
NPY5R	0.381	0.065496499
UBL4A	0.381	0.12194459
MMAA	0.381	0.063695729
BEX4	0.381	0.137467537
KTN1	0.381	0.136600874
SOX3	0.381	0.023933554
RABGEF1	0.381	0.299942987
FAM24A	0.382	0.124558299
CMC1	0.382	0.261799015
KIAA1468	0.382	0.347171725
S100A1	0.382	0.094266858
GGH	0.382	0.402911315
CCDC15	0.382	0.299366512
GRID2	0.382	0.081524955
PHF14	0.382	0.077813088
RALA	0.382	0.092190342
RAB22A	0.382	0.051015891
TSPAN6	0.382	0.040246517
KRT33A	0.382	0.014006939
C9orf47	0.383	0.333656221
CCR6	0.383	0.071200176
TYR	0.383	0.278858678
OLFM1	0.383	0.100345032
ATG4B	0.383	0.104120486
ZNF841	0.384	0.03268586
GSX1	0.384	0.141855956
SPINK1	0.384	0.074150887
TNFAIP8	0.384	0.110360288
IAPP	0.384	0.007662068
FAM206A	0.384	0.25836073
FAM127B	0.384	0.117958564
SEC24B	0.384	0.217653936
PCDH19	0.384	0.143344388
PARP15	0.385	0.027309202
SGTB	0.385	0.046806582
ZNF816	0.385	0.044163717
CSHL1	0.385	0.214307967
RFPL4AL1	0.385	0.115857568
TMEM237	0.385	0.047171516
HS2ST1	0.385	0.095138559
GPR149	0.385	0.204193209
GUCY2F	0.385	0.073375819
PXDC1	0.385	0.089485903
ERICH1	0.385	0.061381897
NTS	0.386	0.232445138
C20orf144	0.386	0.223662728
NANP	0.386	0.306624581
LHCGR	0.386	0.480132377
RNF128	0.386	0.137338909
KRT38	0.386	0.216418108
VWA1	0.387	0.213096089
UCN3	0.387	0.160561053
DHRSX	0.387	0.314930032
SMIM11	0.387	0.199042863
CD300C	0.387	0.064839619
ZNF676	0.387	0.084909841
CAMK4	0.387	0.038728251
C1QTNF3	0.387	0.048570935
CNOT8	0.387	0.190021104
ZNF14	0.387	0.061274895
GAPVD1	0.387	0.066419721
C5orf51	0.387	0.253208754
DSPP	0.387	0.204193209
UBLCP1	0.387	0.146134323
MANEA	0.387	0.037630289
C1orf227	0.388	0.233053426
OC90	0.388	0.135763158
L2HGDH	0.388	0.056979155
ZNF354B	0.388	0.027471504
CAPS2	0.388	0.080957498
SLC16A7	0.388	0.253641382
ERCC6L2	0.388	0.058800803
ERVFRD-1	0.388	0.239565069
FASTKD3	0.388	0.333290896
G6PD	0.388	0.179273269
PRDX1	0.389	0.287126221
UBE2Q2	0.389	0.173658027
ASPA	0.389	0.078003689
HES7	0.389	0.094266858
SSX5	0.389	0.287079244
INTS12	0.389	0.022312134
AIFM1	0.389	0.0724863
DCBLD1	0.389	0.1132479
SAT1	0.389	0.235619714
CELA2B	0.389	0.237110468
SLCO1A2	0.389	0.114530361
CASK	0.390	0.010951065
INSL6	0.390	0.144899681
SNTN	0.390	0.170846578
C4orf48	0.390	0.214149629
EGF	0.390	0.153108112
IL10	0.390	0.043569682
RASEF	0.390	0.075513843
PRDM9	0.390	0.272444631
FOXL2	0.390	0.245698872
KLHDC2	0.390	0.180325703
KCNJ13	0.391	0.135301771
PHIP	0.391	0.246955962
PTGR1	0.391	0.089073667
FAM73B	0.391	0.034738402
YPEL2	0.391	0.178938648
STAP1	0.391	0.035283526
SLC36A4	0.391	0.078003689
B3GALNT1	0.391	0.068587256
PCDHA6	0.391	0.162473391
NR3C2	0.391	0.052482789
C17orf112	0.392	0.044163717
FAM177B	0.392	0.133241901
TMEM161B	0.392	0.038299354
ACE2	0.392	0.245792606
GRIA2	0.392	0.058723426
IGSF5	0.392	0.151336406
FUT8	0.392	0.083182098
LRAT	0.392	0.221079895
ZNF331	0.392	0.12911254
RWDD1	0.393	0.422297695
TLR1	0.393	0.050116537
CCDC122	0.393	0.052496374
SEC22A	0.393	0.063471599
FRMD7	0.393	0.218274389
WDR5B	0.393	0.124954123
FMO2	0.393	0.189808701
C4orf27	0.394	0.039285487
EPHA6	0.394	0.124239202
ADRA2C	0.394	0.311561449
GCSAML	0.394	0.089121436
OTOL1	0.394	0.329438929
FKTN	0.394	0.029985716
C14orf2	0.394	0.304245719
NIPSNAP3B	0.394	0.292422159
CASD1	0.395	0.035915716
HLA-DQA1	0.395	0.222631765
CT45A4	0.395	0.14242245
CT45A6	0.395	0.14242245
CD47	0.396	0.185392589
HIST1H3J	0.396	0.260403745
ID2	0.396	0.52232018
SDC4	0.396	0.134843807
SLC37A2	0.396	0.251216985
ZNF729	0.396	0.20396806
ABI2	0.397	0.184468825
TMEM123	0.397	0.124239202
ARNT2	0.397	0.280491659
CLNK	0.397	0.3091713
CCDC112	0.397	0.07980734
CLEC5A	0.397	0.142603008
COPS7A	0.397	0.118672462
CYP2A6	0.397	0.187439906
RAB1A	0.398	0.163459418
ITGBL1	0.398	0.102730978
TDRD3	0.398	0.26043017
MIOS	0.398	0.292269685
SPSB1	0.398	0.265546655
MLLT3	0.398	0.09757218
RAD51AP2	0.398	0.01292388
ZNF682	0.398	0.069982
GABRA1	0.398	0.225414115
TUBA3E	0.398	0.274761147
TBC1D19	0.398	0.327076824
CCDC50	0.398	0.098670893
HSPA13	0.399	0.073378517
NMRK1	0.399	0.133902915
GBP4	0.399	0.319525809
PDZD9	0.399	0.046463124
ZNF687	0.399	0.323854295
G3BP2	0.399	0.330787512
TCF20	0.399	0.036237378
TRHR	0.399	0.116734211
CNDP1	0.400	0.057729433
ETS2	0.400	0.223208545
COLEC10	0.400	0.118672462
FMN1	0.400	0.157357369
CETN2	0.400	0.213096089
POM121C	0.400	0.181411014
SCML1	0.400	0.128483303
NRSN2	0.400	0.185666349
SAP30L	0.401	0.145820198
PLP1	0.401	0.053477692
HP	0.401	0.067650311
STOML3	0.401	0.167007833
REEP4	0.401	0.316405313
PARD6G	0.402	0.045973171
SOWAHB	0.402	0.15631878
CBX8	0.402	0.048317021
RAB9A	0.402	0.096217549
COIL	0.402	0.150629595
USP38	0.402	0.489652454
CPLX4	0.402	0.098670893
AHSG	0.402	0.110324161
KLRF1	0.402	0.142603008
MAATS1	0.403	0.185392589
KRT6A	0.403	0.027842709
KCNAB1	0.403	0.281351815
ASMTL	0.403	0.04632666
ZNF420	0.403	0.04173546
TIFA	0.403	0.031164492
RAPH1	0.403	0.182389148
CADM2	0.403	0.110360288
FAM76B	0.403	0.236259952
AMTN	0.403	0.305469128
NPTX2	0.404	0.108425785
PSG5	0.404	0.016911647
TKTL1	0.404	0.064100667
TMLHE	0.404	0.084626015
AWAT2	0.404	0.341174768
TAAR2	0.404	0.009869349
GIMAP4	0.405	0.281289468
TBC1D7	0.405	0.215709492
ZNF728	0.405	0.071200176
HDX	0.405	0.076367552
MTRF1	0.405	0.024960462
PRSS21	0.405	0.129714912
AGPAT9	0.405	0.098670893
HACL1	0.405	0.083833376
MEST	0.406	0.064839619
SOX21	0.406	0.060791238
RAB40A	0.406	0.013064549
PHF20L1	0.407	0.098670893
OTOR	0.407	0.256865361
C15orf48	0.407	0.120921184
TDRD7	0.407	0.067915381
DUSP16	0.407	0.25910679
HERC6	0.407	0.019801619
NADK	0.407	0.010951065
CHST9	0.407	0.176419358
TMEM257	0.407	0.239976198
ZNF780A	0.407	0.041758892
ANGPTL3	0.408	0.060037187
NDFIP1	0.408	0.065742461
HTR2C	0.408	0.056484821
C14orf1	0.408	0.160895293
ARHGAP28	0.408	0.182782623
ZSCAN4	0.408	0.034520137
C6orf52	0.409	0.146134323
SERPINA9	0.409	0.203169987
CDKN3	0.409	0.037359918
CHIC1	0.409	0.087712533
SCOC	0.409	0.227110135
FSHB	0.409	0.152541748
TXK	0.409	0.165206845
ABLIM2	0.409	0.086326836
PRKX	0.410	0.122659377
GPX6	0.410	0.044541185
MRAS	0.410	0.092762964
TEX15	0.410	0.115980509
CLEC6A	0.410	0.066379425
CLINT1	0.410	0.274761147
CDK14	0.410	0.056452187
RHOT1	0.411	0.268009543
C16orf87	0.411	0.197919303
SMARCAD1	0.411	0.089121436
FHL5	0.411	0.37624672
SPINK6	0.411	0.06946611
PHKG2	0.411	0.317819351
MXRA7	0.411	0.084836614
NDST3	0.411	0.106671528
BROX	0.411	0.102636782
DAB2IP	0.411	0.08247437
GPR34	0.412	0.12911254
HS3ST6	0.412	0.090598817
ESYT3	0.412	0.128883864
KLRC4	0.412	0.1453334
FHIT	0.412	0.093658458
DLAT	0.412	0.030517283
STEAP4	0.412	0.049330633
FANCB	0.412	0.143585536
KIR3DL1	0.412	0.145346388
GABRE	0.413	0.154484773
ASZ1	0.413	0.083833376
SPRY3	0.413	0.407490216
AGFG1	0.413	0.014375406
CYSLTR2	0.413	0.158364739
PPP2R5C	0.413	0.084816581
BRINP3	0.414	0.014786759
RAB8B	0.414	0.034520137
INVS	0.414	0.351432572
ROBO2	0.414	0.030736707
SLC12A1	0.414	0.234550394
SLC24A5	0.414	0.079753177
NOX4	0.414	0.172208304
PDX1	0.414	0.32134244
MAGED1	0.414	0.226669485
WFDC9	0.414	0.098670893
ZNF780B	0.415	0.218164717
MB21D2	0.415	0.047467695
FRRS1L	0.415	0.025250038
GLYATL1	0.415	0.110987976
NXPH1	0.415	0.16132764
CDH19	0.415	0.217192479
DEFA5	0.415	0.102631736
TRIM13	0.415	0.121043454
ADM	0.416	0.084440664
PCDH11Y	0.416	0.048944616
DPYD	0.416	0.058800803
CAPN6	0.416	0.114285649
RAB33B	0.416	0.043425356
PCYT1B	0.416	0.195392104
WISP1	0.416	0.116248718
ZNF709	0.417	0.029985716
PRSS33	0.417	0.187572407
PVALB	0.417	0.033703445
CCT6B	0.417	0.220914351
C4orf6	0.417	0.2045759
UGGT2	0.417	0.155204488
DYNAP	0.417	0.068973731
C14orf177	0.417	0.063695729
ZNF573	0.418	0.033703445
COL21A1	0.418	0.119896912
PIK3AP1	0.418	0.093500366
SMDT1	0.418	0.075067611
GK2	0.418	0.225687696
KCNMB2	0.418	0.110730969
MS4A5	0.418	0.138039246
HPGD	0.418	0.032951354
TMEM45A	0.418	0.041004961
ART3	0.418	0.217192479
VAMP4	0.419	0.177622374
NDP	0.419	0.351659831
C18orf8	0.419	0.065060439
ZFP1	0.419	0.024399741
LRRC6	0.419	0.25082167
CBFA2T2	0.419	0.255832769
ADAT1	0.419	0.177995402
CD84	0.419	0.117958564
CCNG1	0.420	0.015501619
SDCCAG8	0.420	0.291376665
CD3E	0.420	0.119176812
NKX1-2	0.420	0.240354149
GRIA3	0.420	0.097693468
VIP	0.420	0.166569152
PAX3	0.420	0.080555488
HTR4	0.420	0.070641024
TXNDC16	0.420	0.186504277
ANGPT4	0.421	0.174444836
HTR3D	0.421	0.085274261
RIMS2	0.421	0.135432586
MCF2L2	0.421	0.251893987
CEP128	0.421	0.112352109
BEND5	0.421	0.174155642
RANBP3L	0.421	0.033472223
UACA	0.421	0.02486059
CPNE8	0.421	0.082051912
FGF17	0.421	0.035283526
KCNJ16	0.421	0.171217369
STBD1	0.422	0.041233747
CBR4	0.422	0.026731336
AGTR2	0.422	0.071958686
ARMCX1	0.422	0.025407933
FYTTD1	0.422	0.031164492
ZNF665	0.422	0.077419661
PPP1R1C	0.422	0.140687889
INTS6	0.422	0.053823797
DEFB121	0.423	0.038413945
ELOVL7	0.423	0.317175895
FTO	0.423	0.106392435
NRIP3	0.423	0.259422098
DNAH7	0.424	0.104586678
FAM133A	0.424	0.11926626
CHODL	0.425	0.048317021
ZNF44	0.425	0.203616605
RSRC1	0.425	0.110517663
AHSP	0.425	0.324445562
APOBEC3C	0.425	0.064895417
PECR	0.425	0.009807303
AP1AR	0.425	0.189106297
CD69	0.425	0.09098776
PDK4	0.426	0.032860264
C1orf141	0.426	0.018400576
MFAP3	0.426	0.148944358
CCDC74A	0.426	0.399489713
HMG20A	0.427	0.106163377
CAMK2D	0.427	0.059678133
F8	0.427	0.084816581
SIPA1L1	0.427	0.245910352
CCDC152	0.427	0.045044624
MTHFD2L	0.427	0.174848162
PATE3	0.428	0.049237674
ADPRM	0.428	0.160171378
SERPINB13	0.428	0.115046204
TNFRSF10C	0.428	0.091495478
RIC3	0.428	0.043541234
ZNF829	0.428	0.209684863
NLRP11	0.428	0.287079244
CUZD1	0.428	0.196003135
SPIN1	0.428	0.020100914
C9orf72	0.429	0.025571649
C11orf45	0.429	0.149786042
KIAA1456	0.429	0.091243766
RSPO4	0.429	0.185973939
HEMGN	0.429	0.266760845
SMIM14	0.429	0.082188471
TRIM59	0.429	0.220059929
TAAR1	0.429	0.065871659
ZNF454	0.429	0.076423705
C1orf185	0.429	0.149284021
XKRX	0.429	0.132609476
DCK	0.430	0.024449798
SLC10A3	0.430	0.05758913
BLID	0.430	0.091495478
TRPM3	0.430	0.162426366
EVI2B	0.430	0.044163717
C6	0.430	0.196402467
ZNF530	0.430	0.078408622
CD200R1	0.430	0.184791328
NFATC1	0.430	0.039203823
SNX30	0.431	0.039821999
TMEFF2	0.431	0.253208754
FAM196A	0.431	0.329550283
CCL20	0.431	0.291165854
PPP3R1	0.431	0.028464091
IL2	0.431	0.047334606
KCTD18	0.432	0.068848344
RNF2	0.432	0.132495447
MSTN	0.432	0.11104677
ZIK1	0.432	0.160895293
ATP6V1G3	0.433	0.20396806
SYTL4	0.433	0.167776485
LRRC66	0.433	0.043489106
CMC2	0.433	0.495100496
PSG2	0.433	0.006068334
DDO	0.433	0.20695155
RLIM	0.434	0.160882442
SNX13	0.434	0.037950861
VPS13A	0.434	0.204590782
FAAH2	0.434	0.055004969
KLF13	0.434	0.132495447
TMEM185A	0.434	0.065520451
ARF4	0.434	0.218486296
FAM105A	0.434	0.081531293
STX16	0.434	0.131178123
BCL2	0.435	0.162628552
NRSN1	0.435	0.454974639
RNF167	0.435	0.077365845
C10orf120	0.435	0.144097138
COL8A1	0.435	0.076859542
CD9	0.435	0.04861638
GCSAM	0.435	0.178828624
ADSSL1	0.436	0.257070116
PCDHGA2	0.436	0.254299072
KRTAP15-1	0.436	0.023483487
FHL1	0.437	0.207915699
CDC14B	0.437	0.16423224
RASGEF1B	0.437	0.143585536
SLCO1B1	0.437	0.060085355
VWC2L	0.438	0.232445138
BACH1	0.438	0.004873471
C21orf91	0.438	0.106671528
AKTIP	0.438	0.446124455
CXorf40B	0.438	0.268898821
C11orf71	0.438	0.085329396
TIGD2	0.438	0.061379557
KCNE1	0.438	0.162615526
ELAC1	0.439	0.083833376
PRKAR1A	0.439	0.100701864
ADAM21	0.439	0.218164717
PROM1	0.439	0.140939664
SCEL	0.439	0.245770801
ZNF721	0.440	0.126407842
IKZF2	0.440	0.023181362
LGALS8	0.440	0.14838394
FAM19A1	0.440	0.062733648
MS4A14	0.440	0.115980509
APOH	0.441	0.038299354
MAP7D2	0.441	0.235619714
CRIP1	0.441	0.096217549
YIPF7	0.441	0.012734292
CLEC12A	0.441	0.350938671
GYPB	0.441	0.388816757
ARHGAP20	0.442	0.187439906
TEC	0.442	0.132883786
VAPB	0.442	0.034343196
DAB2	0.442	0.128350571
AZI2	0.442	0.056286872
OLAH	0.442	0.135564859
PKIA	0.442	0.157387539
DIRAS2	0.443	0.126917132
RD3L	0.443	0.077847974
VSNL1	0.443	0.081790063
C12orf39	0.443	0.068936331
CDKL5	0.443	0.0390661
CNPY1	0.443	0.08380985
GOLGA5	0.444	0.042210657
MBNL3	0.444	0.028464091
GMPR	0.444	0.135301771
CAPSL	0.445	0.064431025
TMEM260	0.445	0.256946655
PCP4	0.445	0.287039255
CD38	0.445	0.064431025
MXD4	0.445	0.091573587
CD1C	0.446	0.099074912
RGS13	0.446	0.135763158
CLVS2	0.446	0.221594827
BTLA	0.446	0.090150017
SLC35E2B	0.446	0.067454755
PNOC	0.446	0.254299072
SPO11	0.446	0.186383941
TTC39B	0.447	0.04501014
ITLN1	0.447	0.177867449
SERPINA7	0.447	0.060301123
SLC25A43	0.447	0.045869502
LOC100287177	0.447	0.003925318
ZNF596	0.447	0.131054173
IL26	0.447	0.089659701
SLCO6A1	0.447	0.160561053
C4orf45	0.447	0.040818622
DOCK11	0.447	0.048317021
CYP2D6	0.448	0.077360895
BMX	0.448	0.117438931
SYNPR	0.448	0.081337172
ARAP2	0.448	0.080400584
THAP6	0.448	0.11926626
CIB1	0.448	0.210007934
TLR7	0.448	0.21170414
GCNT2	0.448	0.119414468
TMEM42	0.448	0.147056873
ACOT13	0.449	0.151302434
ANKRD37	0.449	0.053755234
HCAR2	0.449	0.098670893
RNF13	0.449	0.11926626
VPS4B	0.449	0.047171516
PASD1	0.449	0.058045856
RIT2	0.449	0.198035458
ZNF418	0.450	0.178938648
GSKIP	0.450	0.128992388
OLFM3	0.450	0.068276186
CAMK1D	0.450	0.189106297
KRTAP1-5	0.450	0.002778485
DACT1	0.450	0.245792606
ATP11A	0.450	0.031472607
DEFB129	0.451	0.077847974
ZNF850	0.451	0.043569682
MYO1B	0.451	0.029985716
ARHGAP11A	0.451	0.048570935
ZNF674	0.451	0.3525236
KIAA0232	0.451	0.126717499
TM4SF20	0.452	0.080471017
APBB2	0.452	0.052351881
COX18	0.452	0.039854262
ZDHHC21	0.452	0.079014957
PPAPDC2	0.452	0.03729764
MOV10L1	0.453	0.132609476
SSTR1	0.453	0.232590726
VAMP1	0.453	0.235619714
ZNF286A	0.453	0.036886873
VPS13C	0.453	0.173658027
USP11	0.453	0.189580021
CYP4A22	0.453	0.216735837
CYSLTR1	0.453	0.053755234
ERMP1	0.454	0.0805431
EYA4	0.454	0.212385672
N4BP2	0.454	0.285949204
LGI2	0.454	0.138815681
C1orf21	0.454	0.132495447
CLDN16	0.455	0.115046204
PRB2	0.455	0.096800125
ZNF639	0.455	0.064895417
BIRC8	0.455	0.160171378
C2orf88	0.455	0.11820981
FEZ1	0.455	0.115046204
TAAR6	0.455	0.035701557
TMEM133	0.455	0.063920552
SCFD2	0.455	0.060791238
DDX60L	0.456	0.071200176
ZNF169	0.456	0.215178787
SPEG	0.456	0.421478598
CXorf27	0.456	0.061619242
IFNA6	0.456	0.05849224
MR1	0.456	0.266914812
RS1	0.456	0.012037013
CDR2	0.457	0.078289453
RAB39B	0.457	0.081454563
STAT4	0.457	0.055366386
APPBP2	0.457	0.081524955
GABRB1	0.457	0.010886507
C16orf52	0.458	0.048317021
TUBAL3	0.458	0.047986267
FMR1NB	0.458	0.133902915
MPHOSPH6	0.458	0.095154086
CNOT7	0.458	0.04114303
TFPI2	0.458	0.114853317
BIK	0.458	0.035538791
PAQR4	0.458	0.218977304
NPC2	0.458	0.229763761
ANTXR1	0.458	0.038728251
GM2A	0.459	0.096984529
RBM41	0.459	0.113216296
MNDA	0.459	0.124954123
CLEC12B	0.459	0.253266911
AKAP3	0.459	0.035381464
MUCL1	0.459	0.024646464
SH3D19	0.459	0.026735635
CACNG6	0.460	0.121681567
MRO	0.460	0.098478842
ARL14EP	0.460	0.029444682
RBMXL3	0.460	0.056110432
PCDHB8	0.460	0.288661257
LRIT3	0.461	0.039203823
ANKRD30B	0.461	0.056045743
ZNF471	0.461	0.089121436
LOC100127983	0.461	0.069894241
LYST	0.461	0.160561053
SLC24A4	0.462	0.353730704
TXNL1	0.462	0.066419721
NCALD	0.462	0.160744127
TMEM60	0.462	0.149284021
MS4A13	0.462	0.335042307
LYVE1	0.462	0.075895331
GUCA1C	0.462	0.037135854
DYNLRB2	0.462	0.081402063
EPGN	0.463	0.123138852
NSG1	0.463	0.050903622
SEC11C	0.463	0.069415391
DUSP5	0.463	0.053755234
USP6NL	0.464	0.102175754
BSPH1	0.464	0.089073667
SPINK2	0.464	0.028704114
OCRL	0.464	0.035966777
CLEC1B	0.465	0.18567514
ARHGAP10	0.465	0.102730978
BRD1	0.465	0.051571493
OXGR1	0.465	0.051015891
ZFAND3	0.465	0.033472223
ZBBX	0.465	0.00802709
CYP39A1	0.466	0.006805918
STK17B	0.466	0.037905809
RASA2	0.466	0.069714297
FAM122B	0.467	0.143117324
FLT1	0.467	0.183512018
TNP1	0.467	0.084440664
FGFBP2	0.467	0.157671188
MC2R	0.467	0.029444682
HSPB11	0.468	0.233871777
