site	c	s	e	str	Ess	round
	chr4	162460000	162465000	chr4-162460000	untested	untested
	chr4	162935000	162940000	chr4-162935000	untested	untested
	chr4	163160000	163165000	chr4-163160000	untested	untested
	chr4	163605000	163610000	chr4-163605000	untested	untested
	chr4	165185000	165190000	chr4-165185000	untested	untested
	chr4	162715000	162720000	chr4-162715000	untested	untested
	chr4	163490000	163495000	chr4-163490000	untested	untested
	chr4	161985000	161990000	chr4-161985000	untested	untested
	chr4	163385000	163390000	chr4-163385000	untested	untested
	chr4	167585000	167590000	chr4-167585000	untested	untested
	chr4	171425000	171430000	chr4-171425000	untested	untested
	chr4	167395000	167400000	chr4-167395000	untested	untested
	chr4	167635000	167640000	chr4-167635000	untested	untested
	chr4	167685000	167690000	chr4-167685000	untested	untested
	chr4	168795000	168800000	chr4-168795000	untested	untested
	chr4	171465000	171470000	chr4-171465000	untested	untested
	chr4	166980000	166985000	chr4-166980000	untested	untested
	chr4	171130000	171135000	chr4-171130000	untested	untested
	chr4	171355000	171360000	chr4-171355000	untested	untested
	chr4	166990000	166995000	chr4-166990000	untested	untested
	chr4	168080000	168085000	chr4-168080000	untested	untested
	chr4	169365000	169370000	chr4-169365000	untested	untested
	chr4	167155000	167160000	chr4-167155000	untested	untested
	chr4	168315000	168320000	chr4-168315000	untested	untested
	chr4	167680000	167685000	chr4-167680000	untested	untested
	chr4	167490000	167495000	chr4-167490000	untested	untested
	chr4	167345000	167350000	chr4-167345000	untested	untested
	chr4	167980000	167985000	chr4-167980000	untested	untested
	chr4	168190000	168195000	chr4-168190000	untested	untested
	chr4	168265000	168270000	chr4-168265000	untested	untested
	chr4	167675000	167680000	chr4-167675000	untested	untested
	chr4	168200000	168205000	chr4-168200000	untested	untested
	chr4	167640000	167645000	chr4-167640000	untested	untested
	chr4	171185000	171190000	chr4-171185000	untested	untested
	chr4	172895000	172900000	chr4-172895000	untested	untested
	chr4	173220000	173225000	chr4-173220000	untested	untested
	chr4	171720000	171725000	chr4-171720000	untested	untested
	chr4	171730000	171735000	chr4-171730000	untested	untested
	chr4	172155000	172160000	chr4-172155000	untested	untested
	chr4	175940000	175945000	chr4-175940000	untested	untested
	chr4	172375000	172380000	chr4-172375000	untested	untested
	chr4	172015000	172020000	chr4-172015000	untested	untested
	chr4	171845000	171850000	chr4-171845000	untested	untested
	chr4	171705000	171710000	chr4-171705000	untested	untested
	chr4	177615000	177620000	chr4-177615000	untested	untested
	chr4	179780000	179785000	chr4-179780000	untested	untested
	chr4	177855000	177860000	chr4-177855000	untested	untested
	chr4	179095000	179100000	chr4-179095000	untested	untested
	chr4	178935000	178940000	chr4-178935000	untested	untested
	chr4	179430000	179435000	chr4-179430000	untested	untested
	chr4	177610000	177615000	chr4-177610000	untested	untested
	chr4	180560000	180565000	chr4-180560000	untested	untested
	chr4	177725000	177730000	chr4-177725000	untested	untested
	chr4	178525000	178530000	chr4-178525000	untested	untested
	chr4	179655000	179660000	chr4-179655000	untested	untested
	chr4	182840000	182845000	chr4-182840000	untested	untested
	chr4	188780000	188785000	chr4-188780000	untested	untested
	chr4	189980000	189985000	chr4-189980000	untested	untested
	chr4	190400000	190405000	chr4-190400000	untested	untested
	chr4	190715000	190720000	chr4-190715000	untested	untested
	chr4	190885000	190890000	chr4-190885000	untested	untested
	chr4	191035000	191040000	chr4-191035000	untested	untested
	chr4	190475000	190480000	chr4-190475000	untested	untested
	chr4	190490000	190495000	chr4-190490000	untested	untested
	chr4	190480000	190485000	chr4-190480000	untested	untested
	chr4	190485000	190490000	chr4-190485000	untested	untested
	chr4	190505000	190510000	chr4-190505000	untested	untested
	chr4	190535000	190540000	chr4-190535000	untested	untested
	chr4	190915000	190920000	chr4-190915000	untested	untested
	chr4	190525000	190530000	chr4-190525000	untested	untested
	chr4	188875000	188880000	chr4-188875000	untested	untested
	chr4	190510000	190515000	chr4-190510000	untested	untested
	chr4	190270000	190275000	chr4-190270000	untested	untested
	chr4	190530000	190535000	chr4-190530000	untested	untested
	chr5	735000	740000	chr5-735000	untested	untested
	chr5	785000	790000	chr5-785000	untested	untested
	chr5	4495000	4500000	chr5-4495000	untested	untested
	chr5	4615000	4620000	chr5-4615000	untested	untested
	chr5	7230000	7235000	chr5-7230000	untested	untested
	chr5	7265000	7270000	chr5-7265000	untested	untested
	chr5	7290000	7295000	chr5-7290000	untested	untested
	chr5	7295000	7300000	chr5-7295000	untested	untested
	chr5	8085000	8090000	chr5-8085000	untested	untested
	chr5	8160000	8165000	chr5-8160000	untested	untested
	chr5	8730000	8735000	chr5-8730000	untested	untested
	chr5	11970000	11975000	chr5-11970000	untested	untested
	chr5	12450000	12455000	chr5-12450000	untested	untested
	chr5	15295000	15300000	chr5-15295000	untested	untested
	chr5	15395000	15400000	chr5-15395000	untested	untested
	chr5	15565000	15570000	chr5-15565000	untested	untested
	chr5	15905000	15910000	chr5-15905000	untested	untested
	chr5	18670000	18675000	chr5-18670000	untested	untested
	chr5	19060000	19065000	chr5-19060000	untested	untested
	chr5	19160000	19165000	chr5-19160000	untested	untested
	chr5	19935000	19940000	chr5-19935000	untested	untested
	chr5	19965000	19970000	chr5-19965000	untested	untested
	chr5	20695000	20700000	chr5-20695000	untested	untested
	chr5	20700000	20705000	chr5-20700000	untested	untested
	chr5	20705000	20710000	chr5-20705000	untested	untested
	chr5	20715000	20720000	chr5-20715000	untested	untested
	chr5	20720000	20725000	chr5-20720000	untested	untested
	chr5	20725000	20730000	chr5-20725000	untested	untested
	chr5	20735000	20740000	chr5-20735000	untested	untested
	chr5	20740000	20745000	chr5-20740000	untested	untested
	chr5	20745000	20750000	chr5-20745000	untested	untested
	chr5	20775000	20780000	chr5-20775000	untested	untested
	chr5	20780000	20785000	chr5-20780000	untested	untested
	chr5	20785000	20790000	chr5-20785000	untested	untested
	chr5	20790000	20795000	chr5-20790000	untested	untested
	chr5	20795000	20800000	chr5-20795000	untested	untested
	chr5	20800000	20805000	chr5-20800000	untested	untested
	chr5	20810000	20815000	chr5-20810000	untested	untested
	chr5	20815000	20820000	chr5-20815000	untested	untested
	chr5	20820000	20825000	chr5-20820000	untested	untested
	chr5	20825000	20830000	chr5-20825000	untested	untested
	chr5	20835000	20840000	chr5-20835000	untested	untested
	chr5	20840000	20845000	chr5-20840000	untested	untested
	chr5	20845000	20850000	chr5-20845000	untested	untested
	chr5	20850000	20855000	chr5-20850000	untested	untested
	chr5	20855000	20860000	chr5-20855000	untested	untested
	chr5	20860000	20865000	chr5-20860000	untested	untested
	chr5	20875000	20880000	chr5-20875000	untested	untested
	chr5	20880000	20885000	chr5-20880000	untested	untested
	chr5	20885000	20890000	chr5-20885000	untested	untested
	chr5	20890000	20895000	chr5-20890000	untested	untested
	chr5	20900000	20905000	chr5-20900000	untested	untested
	chr5	20905000	20910000	chr5-20905000	untested	untested
	chr5	20910000	20915000	chr5-20910000	untested	untested
	chr5	20915000	20920000	chr5-20915000	untested	untested
	chr5	20920000	20925000	chr5-20920000	untested	untested
	chr5	20925000	20930000	chr5-20925000	untested	untested
	chr5	20930000	20935000	chr5-20930000	untested	untested
	chr5	20935000	20940000	chr5-20935000	untested	untested
	chr5	20940000	20945000	chr5-20940000	untested	untested
	chr5	21110000	21115000	chr5-21110000	untested	untested
	chr5	21270000	21275000	chr5-21270000	untested	untested
	chr5	21275000	21280000	chr5-21275000	untested	untested
	chr5	21280000	21285000	chr5-21280000	untested	untested
	chr5	21295000	21300000	chr5-21295000	untested	untested
	chr5	21300000	21305000	chr5-21300000	untested	untested
	chr5	21305000	21310000	chr5-21305000	untested	untested
	chr5	21310000	21315000	chr5-21310000	untested	untested
	chr5	21320000	21325000	chr5-21320000	untested	untested
	chr5	21345000	21350000	chr5-21345000	untested	untested
	chr5	21350000	21355000	chr5-21350000	untested	untested
	chr5	21355000	21360000	chr5-21355000	untested	untested
	chr5	21365000	21370000	chr5-21365000	untested	untested
	chr5	21370000	21375000	chr5-21370000	untested	untested
	chr5	21375000	21380000	chr5-21375000	untested	untested
	chr5	21380000	21385000	chr5-21380000	untested	untested
	chr5	21385000	21390000	chr5-21385000	untested	untested
	chr5	21450000	21455000	chr5-21450000	untested	untested
	chr5	21460000	21465000	chr5-21460000	untested	untested
	chr5	21465000	21470000	chr5-21465000	untested	untested
	chr5	21470000	21475000	chr5-21470000	untested	untested
	chr5	21475000	21480000	chr5-21475000	untested	untested
	chr5	21485000	21490000	chr5-21485000	untested	untested
	chr5	21490000	21495000	chr5-21490000	untested	untested
	chr5	21495000	21500000	chr5-21495000	untested	untested
	chr5	21500000	21505000	chr5-21500000	untested	untested
	chr5	21510000	21515000	chr5-21510000	untested	untested
	chr5	21515000	21520000	chr5-21515000	untested	untested
	chr5	21520000	21525000	chr5-21520000	untested	untested
	chr5	21650000	21655000	chr5-21650000	untested	untested
	chr5	21675000	21680000	chr5-21675000	untested	untested
	chr5	21935000	21940000	chr5-21935000	untested	untested
	chr5	21940000	21945000	chr5-21940000	untested	untested
	chr5	21945000	21950000	chr5-21945000	untested	untested
	chr5	21950000	21955000	chr5-21950000	untested	untested
	chr5	21965000	21970000	chr5-21965000	untested	untested
	chr5	21970000	21975000	chr5-21970000	untested	untested
	chr5	21975000	21980000	chr5-21975000	untested	untested
	chr5	21980000	21985000	chr5-21980000	untested	untested
	chr5	21985000	21990000	chr5-21985000	untested	untested
	chr5	21990000	21995000	chr5-21990000	untested	untested
	chr5	21995000	22000000	chr5-21995000	untested	untested
	chr5	22000000	22005000	chr5-22000000	untested	untested
	chr5	22005000	22010000	chr5-22005000	untested	untested
	chr5	22010000	22015000	chr5-22010000	untested	untested
	chr5	22125000	22130000	chr5-22125000	untested	untested
	chr5	22130000	22135000	chr5-22130000	untested	untested
	chr5	22140000	22145000	chr5-22140000	untested	untested
	chr5	22145000	22150000	chr5-22145000	untested	untested
	chr5	22150000	22155000	chr5-22150000	untested	untested
	chr5	22155000	22160000	chr5-22155000	untested	untested
	chr5	22160000	22165000	chr5-22160000	untested	untested
	chr5	22165000	22170000	chr5-22165000	untested	untested
	chr5	22170000	22175000	chr5-22170000	untested	untested
	chr5	22175000	22180000	chr5-22175000	untested	untested
	chr5	22180000	22185000	chr5-22180000	untested	untested
	chr5	22185000	22190000	chr5-22185000	untested	untested
	chr5	22190000	22195000	chr5-22190000	untested	untested
	chr5	22195000	22200000	chr5-22195000	untested	untested
	chr5	22205000	22210000	chr5-22205000	untested	untested
	chr5	22210000	22215000	chr5-22210000	untested	untested
	chr5	23065000	23070000	chr5-23065000	untested	untested
	chr5	23405000	23410000	chr5-23405000	untested	untested
	chr5	23640000	23645000	chr5-23640000	untested	untested
	chr5	23895000	23900000	chr5-23895000	untested	untested
	chr5	24105000	24110000	chr5-24105000	untested	untested
	chr5	24185000	24190000	chr5-24185000	untested	untested
	chr5	24300000	24305000	chr5-24300000	untested	untested
	chr5	24370000	24375000	chr5-24370000	untested	untested
	chr5	20710000	20715000	chr5-20710000	untested	untested
	chr5	20730000	20735000	chr5-20730000	untested	untested
	chr5	20770000	20775000	chr5-20770000	untested	untested
	chr5	20805000	20810000	chr5-20805000	untested	untested
	chr5	20895000	20900000	chr5-20895000	untested	untested
	chr5	21315000	21320000	chr5-21315000	untested	untested
	chr5	21325000	21330000	chr5-21325000	untested	untested
	chr5	21360000	21365000	chr5-21360000	untested	untested
	chr5	21455000	21460000	chr5-21455000	untested	untested
	chr5	21955000	21960000	chr5-21955000	untested	untested
	chr5	21960000	21965000	chr5-21960000	untested	untested
	chr5	22200000	22205000	chr5-22200000	untested	untested
	chr5	23125000	23130000	chr5-23125000	untested	untested
	chr5	23390000	23395000	chr5-23390000	untested	untested
	chr5	24870000	24875000	chr5-24870000	untested	untested
	chr5	24915000	24920000	chr5-24915000	untested	untested
	chr5	25080000	25085000	chr5-25080000	untested	untested
	chr5	25115000	25120000	chr5-25115000	untested	untested
	chr5	25380000	25385000	chr5-25380000	untested	untested
	chr5	25545000	25550000	chr5-25545000	untested	untested
	chr5	25740000	25745000	chr5-25740000	untested	untested
	chr5	25955000	25960000	chr5-25955000	untested	untested
	chr5	26305000	26310000	chr5-26305000	untested	untested
	chr5	27750000	27755000	chr5-27750000	untested	untested
	chr5	28195000	28200000	chr5-28195000	untested	untested
	chr5	28755000	28760000	chr5-28755000	untested	untested
	chr5	28795000	28800000	chr5-28795000	untested	untested
	chr5	29185000	29190000	chr5-29185000	untested	untested
	chr5	29315000	29320000	chr5-29315000	untested	untested
	chr5	29435000	29440000	chr5-29435000	untested	untested
	chr5	29445000	29450000	chr5-29445000	untested	untested
	chr5	29485000	29490000	chr5-29485000	untested	untested
	chr5	30425000	30430000	chr5-30425000	untested	untested
	chr5	30485000	30490000	chr5-30485000	untested	untested
	chr5	30490000	30495000	chr5-30490000	untested	untested
	chr5	30720000	30725000	chr5-30720000	untested	untested
	chr5	34075000	34080000	chr5-34075000	untested	untested
	chr5	34085000	34090000	chr5-34085000	untested	untested
	chr5	34090000	34095000	chr5-34090000	untested	untested
	chr5	34105000	34110000	chr5-34105000	untested	untested
	chr5	34110000	34115000	chr5-34110000	untested	untested
	chr5	34125000	34130000	chr5-34125000	untested	untested
	chr5	34130000	34135000	chr5-34130000	untested	untested
	chr5	34140000	34145000	chr5-34140000	untested	untested
	chr5	34145000	34150000	chr5-34145000	untested	untested
	chr5	34150000	34155000	chr5-34150000	untested	untested
	chr5	34155000	34160000	chr5-34155000	untested	untested
	chr5	34160000	34165000	chr5-34160000	untested	untested
	chr5	34165000	34170000	chr5-34165000	untested	untested
	chr5	34170000	34175000	chr5-34170000	untested	untested
	chr5	34175000	34180000	chr5-34175000	untested	untested
	chr5	34180000	34185000	chr5-34180000	untested	untested
	chr5	34185000	34190000	chr5-34185000	untested	untested
